recoveredCode;date;recoveredQuantity;recoveredTotalQuantity;nameCountry;nameDataset
Recovered-000839;2020-05-23;57;459;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000840;2020-05-23;12;133;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000841;2020-05-23;11;775;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000842;2020-05-23;42;1188;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000843;2020-05-23;8;204;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000844;2020-05-23;5;227;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000845;2020-05-23;254;4628;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000846;2020-05-23;22;142;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-000847;2020-05-23;14;574;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000848;2020-05-23;65;4638;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000849;2020-05-23;1;39;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-000850;2020-05-23;170;4426;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000851;2020-05-23;3;51;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000852;2020-05-23;196;4573;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000853;2020-05-23;105;1416;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000854;2020-05-23;23;151;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000855;2020-05-23;3;138;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000856;2020-05-22;4;683;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000857;2020-05-22;52;424;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000858;2020-05-22;16;1631;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000859;2020-05-22;25;230;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000860;2020-05-22;20;903;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000861;2020-05-22;27;1978;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000862;2020-05-22;1;28;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-000863;2020-05-22;10;18;Comoras;recovered_cases_africa_ncov_2020-06-16
Recovered-000864;2020-05-22;100;2007;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000865;2020-05-22;37;402;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000866;2020-05-22;3;38;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-000867;2020-05-22;2;68;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-000868;2020-05-22;46;1146;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000869;2020-05-22;11;764;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000870;2020-05-22;2;560;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000871;2020-05-22;3;121;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000872;2020-05-22;63;372;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000873;2020-05-22;14;1692;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000874;2020-05-22;9;1064;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000875;2020-05-22;157;4374;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000876;2020-05-22;1154;10104;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000877;2020-05-22;5;222;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000878;2020-05-22;2;6;Sudán del Sur;recovered_cases_africa_ncov_2020-06-16
Recovered-000879;2020-05-22;7;119;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000880;2020-05-22;10;196;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000881;2020-05-22;35;120;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-000882;2020-05-22;30;4377;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000883;2020-05-22;194;4256;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000884;2020-05-22;34;336;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-000885;2020-05-22;5;380;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000886;2020-05-22;5;128;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000887;2020-05-22;4;135;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000888;2020-05-22;60;1311;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000889;2020-05-22;67;4347;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000890;2020-05-22;143;165;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-000891;2020-05-21;7;679;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000892;2020-05-21;40;1615;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000893;2020-05-21;5;136;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000894;2020-05-21;53;1951;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000895;2020-05-21;21;883;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000896;2020-05-21;9;312;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000897;2020-05-21;47;1907;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000898;2020-05-21;1;18;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-000899;2020-05-21;1;85;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-000900;2020-05-21;17;1100;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000901;2020-05-21;3;66;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-000902;2020-05-21;15;558;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000903;2020-05-21;15;753;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000904;2020-05-21;1;217;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000905;2020-05-21;223;4217;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000906;2020-05-21;23;309;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000907;2020-05-21;8;118;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000908;2020-05-21;27;1678;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000909;2020-05-21;9;186;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000910;2020-05-21;3;1055;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000911;2020-05-21;68;4280;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000912;2020-05-21;4;61;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-000913;2020-05-21;16;204;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000914;2020-05-21;9;375;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000915;2020-05-21;94;4062;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000916;2020-05-21;15;112;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000917;2020-05-21;114;4212;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000918;2020-05-21;65;1251;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000919;2020-05-21;1;123;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000920;2020-05-21;105;302;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-000921;2020-05-21;20;1860;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000922;2020-05-20;3;672;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000923;2020-05-20;27;1575;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000924;2020-05-20;38;205;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000925;2020-05-20;5;137;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000926;2020-05-20;3;131;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000927;2020-05-20;28;1651;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000928;2020-05-20;36;862;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000929;2020-05-20;33;1083;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000930;2020-05-20;3;110;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000931;2020-05-20;106;1840;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000932;2020-05-20;47;365;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000933;2020-05-20;125;1898;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000934;2020-05-20;1;303;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000935;2020-05-20;4;738;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000936;2020-05-20;2;19;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-000937;2020-05-20;990;8950;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000938;2020-05-20;222;3968;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000939;2020-05-20;7;216;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000940;2020-05-20;19;1052;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000941;2020-05-20;14;543;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000942;2020-05-20;38;177;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000943;2020-05-20;252;3994;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000944;2020-05-20;10;97;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000945;2020-05-20;61;4098;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000946;2020-05-20;10;188;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000947;2020-05-20;8;366;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000948;2020-05-20;2;122;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000949;2020-05-20;136;4037;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000950;2020-05-20;12;131;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-000951;2020-05-20;5;197;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-000952;2020-05-20;53;1186;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000953;2020-05-20;1;14;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-000954;2020-05-19;8;669;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000955;2020-05-19;23;1548;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000956;2020-05-19;3;128;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000957;2020-05-19;7;826;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000958;2020-05-19;17;318;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000959;2020-05-19;19;1773;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-000960;2020-05-19;19;167;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-000961;2020-05-19;12;302;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000962;2020-05-19;90;1734;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000963;2020-05-19;39;286;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-000964;2020-05-19;2;11;Seychelles;recovered_cases_africa_ncov_2020-06-16
Recovered-000965;2020-05-19;4;42;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-000966;2020-05-19;10;1050;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-000967;2020-05-19;20;734;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000968;2020-05-19;1;107;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000969;2020-05-19;662;7960;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000970;2020-05-19;6;209;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-000971;2020-05-19;302;3742;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-000972;2020-05-19;5;8;Comoras;recovered_cases_africa_ncov_2020-06-16
Recovered-000973;2020-05-19;22;139;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-000974;2020-05-19;22;358;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-000975;2020-05-19;121;3746;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-000976;2020-05-19;17;529;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-000977;2020-05-19;22;132;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000978;2020-05-19;9;87;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-000979;2020-05-19;11;3901;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000980;2020-05-19;2;48;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-000981;2020-05-19;15;1033;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-000982;2020-05-19;15;178;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-000983;2020-05-19;132;3890;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-000984;2020-05-19;4;120;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-000985;2020-05-19;57;1133;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-000986;2020-05-19;4;57;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-000987;2020-05-18;56;1623;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-000988;2020-05-18;6;661;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-000989;2020-05-18;262;1525;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-000990;2020-05-18;5;18;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-000991;2020-05-18;2;125;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-000992;2020-05-18;18;290;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-000993;2020-05-18;3;819;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-000994;2020-05-18;57;301;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-000995;2020-05-18;50;1644;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-000996;2020-05-18;2;106;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-000997;2020-05-18;292;7298;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-000998;2020-05-18;16;714;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-000999;2020-05-18;36;1040;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001000;2020-05-18;5;78;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001001;2020-05-18;6;203;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001002;2020-05-18;12;38;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001003;2020-05-18;268;3440;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001004;2020-05-18;26;3758;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001005;2020-05-18;7;148;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001006;2020-05-18;23;336;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001007;2020-05-18;11;163;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001008;2020-05-18;2;46;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001009;2020-05-18;118;3625;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001010;2020-05-18;46;1018;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001011;2020-05-18;3;27;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001012;2020-05-18;4;192;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001013;2020-05-18;5;119;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001014;2020-05-18;3;116;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001015;2020-05-18;87;3732;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001016;2020-05-18;103;1076;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001017;2020-05-17;3;655;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001018;2020-05-17;80;1263;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001019;2020-05-17;3;123;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001020;2020-05-17;18;512;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001021;2020-05-17;2;272;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001022;2020-05-17;1;18;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001023;2020-05-17;25;247;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001024;2020-05-17;9;816;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001025;2020-05-17;122;1594;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001026;2020-05-17;7;35;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001027;2020-05-17;17;1004;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001028;2020-05-17;5;104;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001029;2020-05-17;528;7006;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001030;2020-05-17;9;698;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001031;2020-05-17;6;117;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001032;2020-05-17;19;197;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001033;2020-05-17;222;3172;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001034;2020-05-17;12;313;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001035;2020-05-17;1;44;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001036;2020-05-17;1;73;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001037;2020-05-17;44;141;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001038;2020-05-17;98;3507;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001039;2020-05-17;22;972;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001040;2020-05-17;4;152;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001041;2020-05-17;5;188;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001042;2020-05-17;15;494;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001043;2020-05-17;158;3645;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001044;2020-05-17;24;973;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001045;2020-05-16;1;13;Gambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001046;2020-05-16;8;652;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001047;2020-05-16;50;1183;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001048;2020-05-16;4;120;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001049;2020-05-16;5;807;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001050;2020-05-16;4;17;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001051;2020-05-16;294;1754;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001052;2020-05-16;22;84;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001053;2020-05-16;41;270;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001054;2020-05-16;152;1472;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001055;2020-05-16;20;110;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001056;2020-05-16;25;244;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001057;2020-05-16;6;72;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001058;2020-05-16;23;111;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001059;2020-05-16;1;178;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001060;2020-05-16;24;479;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001061;2020-05-16;395;6478;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001062;2020-05-16;45;987;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001063;2020-05-16;3;99;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001064;2020-05-16;17;222;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001065;2020-05-16;5;689;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001066;2020-05-16;151;2950;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001067;2020-05-16;1;43;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001068;2020-05-16;12;3487;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001069;2020-05-16;15;950;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001070;2020-05-16;138;3409;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001071;2020-05-16;2;114;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001072;2020-05-16;31;183;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001073;2020-05-16;17;301;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001074;2020-05-16;13;148;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001075;2020-05-16;1;113;Etiopía;recovered_cases_africa_ncov_2020-06-16
